date,new_cases_7_day_avg_right,pred_baseline,pred_arima,pred_rf
2025-01-23,10.428572,10.428572,10.428572,10.45142912000001
2025-01-24,10.428572,10.428572,10.428572,10.45142912000001
2025-01-25,10.428572,10.428572,10.428572,10.45142912000001
2025-01-26,10.428572,10.428572,10.428572,10.45142912000001
2025-01-27,8.285714,10.428572,10.428572,11.647143290000008
2025-01-28,8.285714,8.285714,10.428572,7.942857340000005
2025-01-29,8.285714,8.285714,10.428572,7.942857340000005
2025-01-30,8.285714,8.285714,10.428572,7.942857340000005
2025-01-31,8.285714,8.285714,10.428572,7.942857340000005
2025-02-01,8.285714,8.285714,10.428572,7.942857340000005
2025-02-02,8.285714,8.285714,10.428572,7.942857340000005
2025-02-03,10.0,8.285714,10.428572,8.605714119999998
2025-02-04,10.0,10.0,10.428572,9.69714284
2025-02-05,10.0,10.0,10.428572,9.69714284
2025-02-06,10.0,10.0,10.428572,9.69714284
2025-02-07,10.0,10.0,10.428572,9.69714284
2025-02-08,10.0,10.0,10.428572,9.69714284
2025-02-09,10.0,10.0,10.428572,9.69714284
2025-02-10,7.428571,10.0,10.428572,10.007142889999999
2025-02-11,7.428571,7.428571,10.428572,8.571428720000005
2025-02-12,7.428571,7.428571,10.428572,8.571428720000005
2025-02-13,7.428571,7.428571,10.428572,8.571428720000005
2025-02-14,7.428571,7.428571,10.428572,8.571428720000005
2025-02-15,7.428571,7.428571,10.428572,8.571428720000005
2025-02-16,7.428571,7.428571,10.428572,8.571428720000005
2025-02-17,7.285714,7.428571,10.428572,30.325714039999976
2025-02-18,7.285714,7.285714,10.428572,30.325714039999976
2025-02-19,7.285714,7.285714,10.428572,30.325714039999976
2025-02-20,7.285714,7.285714,10.428572,30.325714039999976
2025-02-21,7.285714,7.285714,10.428572,30.325714039999976
2025-02-22,7.285714,7.285714,10.428572,30.325714039999976
2025-02-23,7.285714,7.285714,10.428572,30.325714039999976
2025-02-24,7.285714,7.285714,10.428572,30.002857069999973
2025-02-25,7.285714,7.285714,10.428572,30.002857069999973
2025-02-26,7.285714,7.285714,10.428572,30.002857069999973
2025-02-27,7.285714,7.285714,10.428572,30.002857069999973
2025-02-28,7.285714,7.285714,10.428572,30.002857069999973
2025-03-01,7.285714,7.285714,10.428572,30.002857069999973
2025-03-02,7.285714,7.285714,10.428572,30.002857069999973
2025-03-03,8.428572,7.285714,10.428572,30.002857069999973
2025-03-04,8.428572,8.428572,10.428572,30.02857137999997
2025-03-05,8.428572,8.428572,10.428572,30.02857137999997
2025-03-06,8.428572,8.428572,10.428572,30.02857137999997
2025-03-07,8.428572,8.428572,10.428572,30.02857137999997
2025-03-08,8.428572,8.428572,10.428572,30.02857137999997
2025-03-09,8.428572,8.428572,10.428572,30.02857137999997
2025-03-10,6.428571,8.428572,10.428572,8.561428880000005
2025-03-11,6.428571,6.428571,10.428572,8.478571630000005
2025-03-12,6.428571,6.428571,10.428572,8.478571630000005
2025-03-13,6.428571,6.428571,10.428572,8.478571630000005
2025-03-14,6.428571,6.428571,10.428572,8.478571630000005
2025-03-15,6.428571,6.428571,10.428572,8.478571630000005
2025-03-16,6.428571,6.428571,10.428572,8.478571630000005
2025-03-17,7.857143,6.428571,10.428572,30.335714139999972
2025-03-18,7.857143,7.857143,10.428572,30.335714139999972
2025-03-19,7.857143,7.857143,10.428572,30.335714139999972
2025-03-20,7.857143,7.857143,10.428572,30.335714139999972
2025-03-21,7.857143,7.857143,10.428572,30.335714139999972
2025-03-22,7.857143,7.857143,10.428572,30.335714139999972
2025-03-23,7.857143,7.857143,10.428572,30.335714139999972
2025-03-24,11.0,7.857143,10.428572,8.460000080000004
2025-03-25,11.0,11.0,10.428572,11.259999719999998
2025-03-26,11.0,11.0,10.428572,11.259999719999998
2025-03-27,11.0,11.0,10.428572,11.259999719999998
2025-03-28,11.0,11.0,10.428572,11.259999719999998
2025-03-29,11.0,11.0,10.428572,11.259999719999998
2025-03-30,11.0,11.0,10.428572,11.259999719999998
2025-03-31,10.428572,11.0,10.428572,11.771428660000005
2025-04-01,10.428572,10.428572,10.428572,11.015714500000003
2025-04-02,10.428572,10.428572,10.428572,11.015714500000003
2025-04-03,10.428572,10.428572,10.428572,11.015714500000003
2025-04-04,10.428572,10.428572,10.428572,11.015714500000003
2025-04-05,10.428572,10.428572,10.428572,11.015714500000003
2025-04-06,10.428572,10.428572,10.428572,11.015714500000003
2025-04-07,0.0,10.428572,10.428572,11.534286130000009
2025-04-08,0.0,0.0,10.428572,9.724471143123413
2025-04-09,0.0,0.0,10.428572,9.724471143123413
2025-04-10,0.0,0.0,10.428572,9.724471143123413
2025-04-11,0.0,0.0,10.428572,9.724471143123413
2025-04-12,0.0,0.0,10.428572,9.724471143123413
2025-04-13,0.0,0.0,10.428572,9.724471143123413
2025-04-14,0.0,0.0,10.428572,6.840619668662759
2025-04-15,0.0,0.0,10.428572,6.840619668662759
2025-04-16,0.0,0.0,10.428572,6.840619668662759
2025-04-17,0.0,0.0,10.428572,6.840619668662759
2025-04-18,0.0,0.0,10.428572,6.840619668662759
2025-04-19,0.0,0.0,10.428572,6.840619668662759
2025-04-20,0.0,0.0,10.428572,6.840619668662759
2025-04-21,0.0,0.0,10.428572,0.00432448000932833
2025-04-22,0.0,0.0,10.428572,0.00432448000932833
2025-04-23,0.0,0.0,10.428572,0.00432448000932833
2025-04-24,0.0,0.0,10.428572,0.00432448000932833
2025-04-25,0.0,0.0,10.428572,0.00432448000932833
2025-04-26,0.0,0.0,10.428572,0.00432448000932833
2025-04-27,0.0,0.0,10.428572,0.00432448000932833
2025-04-28,0.0,0.0,10.428572,0.00432448000932833
2025-04-29,0.0,0.0,10.428572,0.00432448000932833
2025-04-30,0.0,0.0,10.428572,0.00432448000932833
2025-05-01,0.0,0.0,10.428572,0.00432448000932833
2025-05-02,0.0,0.0,10.428572,0.00432448000932833
2025-05-03,0.0,0.0,10.428572,0.00432448000932833
2025-05-04,0.0,0.0,10.428572,0.00432448000932833
2025-05-05,0.0,0.0,10.428572,0.00432448000932833
2025-05-06,0.0,0.0,10.428572,0.00432448000932833
2025-05-07,0.0,0.0,10.428572,0.00432448000932833
2025-05-08,0.0,0.0,10.428572,0.00432448000932833
2025-05-09,0.0,0.0,10.428572,0.00432448000932833
2025-05-10,0.0,0.0,10.428572,0.00432448000932833
2025-05-11,0.0,0.0,10.428572,0.00432448000932833
2025-05-12,0.0,0.0,10.428572,0.00432448000932833
2025-05-13,0.0,0.0,10.428572,0.00432448000932833
2025-05-14,0.0,0.0,10.428572,0.00432448000932833
2025-05-15,0.0,0.0,10.428572,0.00432448000932833
2025-05-16,0.0,0.0,10.428572,0.00432448000932833
2025-05-17,0.0,0.0,10.428572,0.00432448000932833
2025-05-18,0.0,0.0,10.428572,0.00432448000932833
2025-05-19,0.0,0.0,10.428572,0.00432448000932833
2025-05-20,0.0,0.0,10.428572,0.00432448000932833
2025-05-21,0.0,0.0,10.428572,0.00432448000932833
2025-05-22,0.0,0.0,10.428572,0.00432448000932833
2025-05-23,0.0,0.0,10.428572,0.00432448000932833
2025-05-24,0.0,0.0,10.428572,0.00432448000932833
2025-05-25,0.0,0.0,10.428572,0.00432448000932833
2025-05-26,0.0,0.0,10.428572,0.00432448000932833
2025-05-27,0.0,0.0,10.428572,0.00432448000932833
2025-05-28,0.0,0.0,10.428572,0.00432448000932833
2025-05-29,0.0,0.0,10.428572,0.00432448000932833
2025-05-30,0.0,0.0,10.428572,0.00432448000932833
2025-05-31,0.0,0.0,10.428572,0.00432448000932833
2025-06-01,0.0,0.0,10.428572,0.00432448000932833
2025-06-02,0.0,0.0,10.428572,0.00432448000932833
2025-06-03,0.0,0.0,10.428572,0.00432448000932833
2025-06-04,0.0,0.0,10.428572,0.00432448000932833
2025-06-05,0.0,0.0,10.428572,0.00432448000932833
2025-06-06,0.0,0.0,10.428572,0.00432448000932833
2025-06-07,0.0,0.0,10.428572,0.00432448000932833
2025-06-08,0.0,0.0,10.428572,0.00432448000932833
2025-06-09,0.0,0.0,10.428572,0.00432448000932833
2025-06-10,0.0,0.0,10.428572,0.00432448000932833
2025-06-11,0.0,0.0,10.428572,0.00432448000932833
2025-06-12,0.0,0.0,10.428572,0.00432448000932833
2025-06-13,0.0,0.0,10.428572,0.00432448000932833
2025-06-14,0.0,0.0,10.428572,0.00432448000932833
2025-06-15,0.0,0.0,10.428572,0.00432448000932833
2025-06-16,0.0,0.0,10.428572,0.00432448000932833
2025-06-17,0.0,0.0,10.428572,0.00432448000932833
2025-06-18,0.0,0.0,10.428572,0.00432448000932833
2025-06-19,0.0,0.0,10.428572,0.00432448000932833
2025-06-20,0.0,0.0,10.428572,0.00432448000932833
2025-06-21,0.0,0.0,10.428572,0.00432448000932833
2025-06-22,0.0,0.0,10.428572,0.00432448000932833
2025-06-23,0.0,0.0,10.428572,0.00432448000932833
2025-06-24,0.0,0.0,10.428572,0.00432448000932833
2025-06-25,0.0,0.0,10.428572,0.00432448000932833
2025-06-26,0.0,0.0,10.428572,0.00432448000932833
2025-06-27,0.0,0.0,10.428572,0.00432448000932833
2025-06-28,0.0,0.0,10.428572,0.00432448000932833
2025-06-29,0.0,0.0,10.428572,0.00432448000932833
2025-06-30,0.0,0.0,10.428572,0.00432448000932833
2025-07-01,0.0,0.0,10.428572,0.00432448000932833
2025-07-02,0.0,0.0,10.428572,0.00432448000932833
2025-07-03,0.0,0.0,10.428572,0.00432448000932833
2025-07-04,0.0,0.0,10.428572,0.00432448000932833
2025-07-05,0.0,0.0,10.428572,0.00432448000932833
2025-07-06,0.0,0.0,10.428572,0.00432448000932833
2025-07-07,0.0,0.0,10.428572,0.00432448000932833
2025-07-08,0.0,0.0,10.428572,0.00432448000932833
2025-07-09,0.0,0.0,10.428572,0.00432448000932833
2025-07-10,0.0,0.0,10.428572,0.00432448000932833
2025-07-11,0.0,0.0,10.428572,0.00432448000932833
2025-07-12,0.0,0.0,10.428572,0.00432448000932833
2025-07-13,0.0,0.0,10.428572,0.00432448000932833
2025-07-14,0.0,0.0,10.428572,0.00432448000932833
2025-07-15,0.0,0.0,10.428572,0.00432448000932833
2025-07-16,0.0,0.0,10.428572,0.00432448000932833
2025-07-17,0.0,0.0,10.428572,0.00432448000932833
2025-07-18,0.0,0.0,10.428572,0.00432448000932833
2025-07-19,0.0,0.0,10.428572,0.00432448000932833
2025-07-20,0.0,0.0,10.428572,0.00432448000932833
2025-07-21,0.0,0.0,10.428572,0.00432448000932833
2025-07-22,0.0,0.0,10.428572,0.00432448000932833
2025-07-23,0.0,0.0,10.428572,0.00432448000932833
2025-07-24,0.0,0.0,10.428572,0.00432448000932833
2025-07-25,0.0,0.0,10.428572,0.00432448000932833
2025-07-26,0.0,0.0,10.428572,0.00432448000932833
2025-07-27,0.0,0.0,10.428572,0.00432448000932833
2025-07-28,0.0,0.0,10.428572,0.00432448000932833
2025-07-29,0.0,0.0,10.428572,0.00432448000932833
2025-07-30,0.0,0.0,10.428572,0.00432448000932833
2025-07-31,0.0,0.0,10.428572,0.00432448000932833
2025-08-01,0.0,0.0,10.428572,0.00432448000932833
2025-08-02,0.0,0.0,10.428572,0.00432448000932833
2025-08-03,0.0,0.0,10.428572,0.00432448000932833
2025-08-04,0.0,0.0,10.428572,0.00432448000932833
2025-08-05,0.0,0.0,10.428572,0.00432448000932833
2025-08-06,0.0,0.0,10.428572,0.00432448000932833
2025-08-07,0.0,0.0,10.428572,0.00432448000932833
2025-08-08,0.0,0.0,10.428572,0.00432448000932833
2025-08-09,0.0,0.0,10.428572,0.00432448000932833
2025-08-10,0.0,0.0,10.428572,0.00432448000932833
2025-08-11,0.0,0.0,10.428572,0.00432448000932833
2025-08-12,0.0,0.0,10.428572,0.00432448000932833
2025-08-13,0.0,0.0,10.428572,0.00432448000932833
2025-08-14,0.0,0.0,10.428572,0.00432448000932833
2025-08-15,0.0,0.0,10.428572,0.00432448000932833
2025-08-16,0.0,0.0,10.428572,0.00432448000932833
2025-08-17,0.0,0.0,10.428572,0.00432448000932833
2025-08-18,0.0,0.0,10.428572,0.00432448000932833
2025-08-19,0.0,0.0,10.428572,0.00432448000932833
2025-08-20,0.0,0.0,10.428572,0.00432448000932833
2025-08-21,0.0,0.0,10.428572,0.00432448000932833
2025-08-22,0.0,0.0,10.428572,0.00432448000932833
2025-08-23,0.0,0.0,10.428572,0.00432448000932833
2025-08-24,0.0,0.0,10.428572,0.00432448000932833
2025-08-25,0.0,0.0,10.428572,0.00432448000932833
2025-08-26,0.0,0.0,10.428572,0.00432448000932833
2025-08-27,0.0,0.0,10.428572,0.00432448000932833
2025-08-28,0.0,0.0,10.428572,0.00432448000932833
2025-08-29,0.0,0.0,10.428572,0.00432448000932833
2025-08-30,0.0,0.0,10.428572,0.00432448000932833
2025-08-31,0.0,0.0,10.428572,0.00432448000932833
2025-09-01,0.0,0.0,10.428572,0.00432448000932833
2025-09-02,0.0,0.0,10.428572,0.00432448000932833
2025-09-03,0.0,0.0,10.428572,0.00432448000932833
2025-09-04,0.0,0.0,10.428572,0.00432448000932833
2025-09-05,0.0,0.0,10.428572,0.00432448000932833
2025-09-06,0.0,0.0,10.428572,0.00432448000932833
2025-09-07,0.0,0.0,10.428572,0.00432448000932833
2025-09-08,0.0,0.0,10.428572,0.00432448000932833
2025-09-09,0.0,0.0,10.428572,0.00432448000932833
2025-09-10,0.0,0.0,10.428572,0.00432448000932833
2025-09-11,0.0,0.0,10.428572,0.00432448000932833
2025-09-12,0.0,0.0,10.428572,0.00432448000932833
